n, trunc, l, norm, time, decay, comms
65536, 200, 1000, 0.0004062576846478594, 34.64651162084192, 100, 64
65536, 400, 1000, 0.00010833984319447154, 35.7564474218525, 100, 64
65536, 600, 1000, 6.440849830047224e-05, 34.99581984523684, 100, 64
65536, 800, 1000, 5.881836365739801e-05, 35.543564731255174, 100, 64
65536, 1000, 1000, 5.722560447141145e-05, 36.39813147298992, 100, 64
