n, trunc, l, norm, time, decay, comms
65536, 200, 600, 0.00043757404156563595, 20.400235931389034, 100, 64
65536, 400, 600, 0.00016650243805094167, 20.408972386736423, 100, 64
65536, 600, 600, 0.000138454012823086, 20.725325628649443, 100, 64
