n, trunc, l, norm, time, decay, comms
65536, 200, 2000, 0.0003974279226884869, 86.3230588347651, 100, 64
65536, 400, 2000, 9.124181975972423e-05, 88.38442375324667, 100, 64
65536, 600, 2000, 4.113840002795133e-05, 87.54861071100459, 100, 64
65536, 800, 2000, 3.2601268418974705e-05, 87.80621809698641, 100, 64
65536, 1000, 2000, 2.944157800466307e-05, 87.98868360230699, 100, 64
