n, trunc, l, norm, time, decay, comms
65536, 200, 1000, 0.00040619127918051223, 25.27706659818068, 100, 64
65536, 400, 1000, 0.0001082439530338819, 25.905607538297772, 100, 64
65536, 600, 1000, 6.436302875356681e-05, 26.470016519073397, 100, 64
65536, 800, 1000, 5.86536730056153e-05, 26.05937012238428, 100, 64
65536, 1000, 1000, 5.729793133968375e-05, 27.344971832819283, 100, 64
