n, trunc, l, norm, time, decay, comms
65536, 200, 2000, 0.0003974521459113589, 69.36085085291415, 100, 64
65536, 400, 2000, 9.129011240038842e-05, 70.969857966993, 100, 64
65536, 600, 2000, 4.121404064560963e-05, 71.95289947185665, 100, 64
65536, 800, 2000, 3.2639121381183855e-05, 73.25108222290874, 100, 64
65536, 1000, 2000, 2.943152844059327e-05, 73.83598219323903, 100, 64
