n, trunc, l, norm, time, decay, comms
65536, 200, 600, 0.0004375173467940918, 13.004335592966527, 100, 64
65536, 400, 600, 0.00016628258971962406, 13.21750759286806, 100, 64
65536, 600, 600, 0.0001359890847593137, 13.29319405509159, 100, 64
