n, trunc, l, norm, time, decay, comms
65536, 200, 2000, 0.00039743815276394034, 72.22814021073282, 100, 64
65536, 400, 2000, 9.130479641195066e-05, 71.35913248499855, 100, 64
65536, 600, 2000, 4.117493570121589e-05, 71.80973779410124, 100, 64
65536, 800, 2000, 3.2638095379455834e-05, 75.44688676670194, 100, 64
65536, 1000, 2000, 2.9425466742893924e-05, 74.72308449400589, 100, 64
