n, trunc, l, norm, time, decay, comms
65536, 200, 600, 0.0004374406422410493, 13.176061396021396, 100, 64
65536, 400, 600, 0.00016522142510067006, 13.473011103924364, 100, 64
65536, 600, 600, 0.00013645529472594564, 14.091974443290383, 100, 64
