n, trunc, l, norm, time, decay, comms
65536, 200, 1000, 0.000406136384289546, 26.250599082093686, 100, 64
65536, 400, 1000, 0.00010826062923541269, 25.7826790753752, 100, 64
65536, 600, 1000, 6.421604123474367e-05, 26.17586773727089, 100, 64
65536, 800, 1000, 5.859675677388765e-05, 26.41541913105175, 100, 64
65536, 1000, 1000, 5.739666678716837e-05, 26.72085704607889, 100, 64
