n, trunc, l, norm, time, decay, comms
65536, 200, 205, 0.0009712058151315484, 199.42940038489178, 100, 1
65536, 200, 205, 0.0009806048592218009, 61.6289496216923, 100, 4
65536, 200, 205, 0.000952497005253794, 16.316866333130747, 100, 16
65536, 200, 205, 0.0009570486439516301, 8.83557901903987, 100, 64
